bug_id,title,type,project,clean_title
20297,TVT2: mnemonic collision in Java editor prefs,RESOLVED,Eclipse JDT,tvt mnemonic collision java editor prefs
22446,"Importing folder into itself causes ""infinite"" recursion [ccp]",RESOLVED,Eclipse JDT,importing folder cause infinite recursion ccp
23105,Bug in extract interface [refactoring],RESOLVED,Eclipse JDT,bug extract interface refactoring
23585,Reorder parameter refactoring of constructors broken [refactoring],RESOLVED,Eclipse JDT,reorder parameter refactoring constructor broken refactoring
23652,Refactor Move doesn't handle inner classes correctly [refactoring],RESOLVED,Eclipse JDT,refactor move doesnt handle inner class correctly refactoring
23685,nls wizards: unconventional name for Messages should not be an error,RESOLVED,Eclipse JDT,nls wizard unconventional name message error
23705,extract interface: incorrect interface created when extracted methods use the extracted interface,RESOLVED,Eclipse JDT,extract interface incorrect interface created extracted method use extracted interface
23953,Compile errors after Extract Interface [refactoring],RESOLVED,Eclipse JDT,compile error extract interface refactoring
24278,use super type: problems with arrays,RESOLVED,Eclipse JDT,use super type problem array
24790,NPE when starting rename refactoring [refactoring],RESOLVED,Eclipse JDT,npe starting rename refactoring refactoring
25125,Extract Interface: Created Interface not like other generated classes,RESOLVED,Eclipse JDT,extract interface created interface like generated class
26231,Editor on method must be opened in order to delete it from the Members context menu. [refactoring],RESOLVED,Eclipse JDT,editor method must opened order delete member context menu refactoring
26382,Exception renaming source folder [refactoring],RESOLVED,Eclipse JDT,exception renaming source folder refactoring
26417,Extract interface should support to extract static final fields,RESOLVED,Eclipse JDT,extract interface support extract static final field
27038,"Refactor: extract interface with ""Change references to the class ...""",RESOLVED,Eclipse JDT,refactor extract interface change reference class
27080,Unecessary imports added with Refactor->Pull up on field.,RESOLVED,Eclipse JDT,unecessary import added refactorpull field
27097,IJavaElement.exists probably too expensive to call on selection changes,RESOLVED,Eclipse JDT,ijavaelementexists probably expensive call selection change
27098,Refactoring: Moving multiple static arrays broke references to array.length [refactoring],RESOLVED,Eclipse JDT,refactoring moving multiple static array broke reference arraylength refactoring
27920,Assertion failure with 'Refactor Rename' of private field [refactzoring],RESOLVED,Eclipse JDT,assertion failure refactor rename private field refactzoring
28457,UI for refactoring 'pull up...' must be [a bit] larger [refactoring],RESOLVED,Eclipse JDT,ui refactoring pull must bit larger refactoring
29711,Move refactoring doesn't honor read-only flags,RESOLVED,Eclipse JDT,move refactoring doesnt honor readonly flag
30304,Stack trace in Refactor -> Extract Local variable... [refactoring],RESOLVED,Eclipse JDT,stack trace refactor extract local variable refactoring
30724,Modify parameters: order of buttons [refactoring],RESOLVED,Eclipse JDT,modify parameter order button refactoring
30906,Field rename did not enable fix up of getter,RESOLVED,Eclipse JDT,field rename enable fix getter
30940,Convert nest to top level doesn't honor organize import settings [refactoring],RESOLVED,Eclipse JDT,convert nest top level doesnt honor organize import setting refactoring
31124,DnD Cu from Java project to simple project result  in exception,RESOLVED,Eclipse JDT,dnd cu java project simple project result exception
31265,Move Static Members: Dialog has focus not set,RESOLVED,Eclipse JDT,move static member dialog focus set
31281,Push down refactoring: Dialog details + exception,RESOLVED,Eclipse JDT,push refactoring dialog detail exception
31284,Push down refactoring: Exception when pressing 'preview' the second time,RESOLVED,Eclipse JDT,push refactoring exception pressing preview second time
31285,"renaming of source folder leaves ""Missing source folder <new folder name>"" marker",RESOLVED,Eclipse JDT,renaming source folder leaf missing source folder marker
31291,rename of read-only package doesn't ask for confirmation on 'OK',RESOLVED,Eclipse JDT,rename readonly package doesnt ask confirmation ok
31296,rename of package containing read-only java file,RESOLVED,Eclipse JDT,rename package containing readonly java file
31298,move of read-only java file gives error dialog after confirmation,RESOLVED,Eclipse JDT,move readonly java file give error dialog confirmation
31302,Push Down activation issues,RESOLVED,Eclipse JDT,push activation issue
31601,JME when changing method signature,RESOLVED,Eclipse JDT,jme changing method signature
31645,Checking off a method/field in the refactoring wizard navigates list to top,RESOLVED,Eclipse JDT,checking methodfield refactoring wizard navigates list top
32138,Performance problem while deleting lots of fields from the outliner,RESOLVED,Eclipse JDT,performance problem deleting lot field outliner
32626,[refactor] extract interface causing exception,RESOLVED,Eclipse JDT,refactor extract interface causing exception
32896,"[refactoring] Pull up, Push down text selection not properly handled",RESOLVED,Eclipse JDT,refactoring pull push text selection properly handled
32972,Convert Local to Field: text input field doesn't have focus,RESOLVED,Eclipse JDT,convert local field text input field doesnt focus
33013,Code Generation prefs not used by Convert nested type to top level...,RESOLVED,Eclipse JDT,code generation prefs used convert nested type top level
33015,Convert to toplevel type does not use code templates,RESOLVED,Eclipse JDT,convert toplevel type use code template
33042,Convert local var to field does not use names from code generation preferences,RESOLVED,Eclipse JDT,convert local var field use name code generation preference
33065,Change method signature: mnemonic conflict,RESOLVED,Eclipse JDT,change method signature mnemonic conflict
33071,"Prompt for new name should prefix with ""Copy of""[ccp]",RESOLVED,Eclipse JDT,prompt new name prefix copy ofccp
33251,Pull Up reports error even though there is none,RESOLVED,Eclipse JDT,pull report error even though none
33258,Push Down needs busy cursor,RESOLVED,Eclipse JDT,push need busy cursor
33300,Package Explorer->Refactor->Move does not allow non-Java projects as destination,RESOLVED,Eclipse JDT,package explorerrefactormove allow nonjava project destination
33364,Move static method dialog. Error message too long.,RESOLVED,Eclipse JDT,move static method dialog error message long
33473,"[Refactoring] ""Change method signature"" changes more than one method",RESOLVED,Eclipse JDT,refactoring change method signature change one method
33755,add to build path/remove from build path actions enabled on empty workspace,RESOLVED,Eclipse JDT,add build pathremove build path action enabled empty workspace
34231,Cannot refactor method sig from String to String[] [refactoring],RESOLVED,Eclipse JDT,cannot refactor method sig string string refactoring
34473,Copy file to linked folder,RESOLVED,Eclipse JDT,copy file linked folder
35634,Refactorings and memory consumption[refactoring],RESOLVED,Eclipse JDT,refactorings memory consumptionrefactoring
36485,call hierarchy: location of menu entry,RESOLVED,Eclipse JDT,call hierarchy location menu entry
36486,call hierarchy: should use adapters,RESOLVED,Eclipse JDT,call hierarchy use adapter
36488,call hierarchy: needs full NLS,RESOLVED,Eclipse JDT,call hierarchy need full nls
36489,call hierarchy: help context ids,RESOLVED,Eclipse JDT,call hierarchy help context id
36492,call hierarchy: recursion should be indicated by a decoration,RESOLVED,Eclipse JDT,call hierarchy recursion indicated decoration
36494,call hierarchy: decorations to indicate direction,RESOLVED,Eclipse JDT,call hierarchy decoration indicate direction
36511,call hierarchy: details list should be a table with icons,RESOLVED,Eclipse JDT,call hierarchy detail list table icon
36514,call hierarchy: should remove 'search ... using ..' preferences,RESOLVED,Eclipse JDT,call hierarchy remove search using preference
36515,call hierarchy: move the depth preference to the view and remove the pref page,RESOLVED,Eclipse JDT,call hierarchy move depth preference view remove pref page
36558,"call hierarchy: filters dialog, ui glitches",RESOLVED,Eclipse JDT,call hierarchy filter dialog ui glitch
36578,call hierarchy: Needs more test cases,RESOLVED,Eclipse JDT,call hierarchy need test case
37286,SourceReferenceAction.isDeletedFromEditor fails on initializer from class file [ccp] [dnd],RESOLVED,Eclipse JDT,sourcereferenceactionisdeletedfromeditor fails initializer class file ccp dnd
37927,New Delete Action improvements [ccp],RESOLVED,Eclipse JDT,new delete action improvement ccp
38139,Change method signature and rename doesn't handle overloaded methods,RESOLVED,Eclipse JDT,change method signature rename doesnt handle overloaded method
38797,problems refactoring static members [refactoring],RESOLVED,Eclipse JDT,problem refactoring static member refactoring
39008,[refactoring] change method signature annoying defaults,RESOLVED,Eclipse JDT,refactoring change method signature annoying default
39642,TextChangeManager should not setKeepExecutedTextEdits(true) on all changes [refactoring],RESOLVED,Eclipse JDT,textchangemanager setkeepexecutedtexteditstrue change refactoring
39946,implement 'cut' for source elements,RESOLVED,Eclipse JDT,implement cut source element
39991,NLS new refactoring and reorg code [refactoring] [ccp] [dnd],RESOLVED,Eclipse JDT,nls new refactoring reorg code refactoring ccp dnd
40095,subclass Clipboard for testing purposes,RESOLVED,Eclipse JDT,subclass clipboard testing purpose
40399,Move on type does not accept a move target,RESOLVED,Eclipse JDT,move type accept move target
40402,NPE on paste,RESOLVED,Eclipse JDT,npe paste
40452,refactor rename throws StringIndexOutOfBounds exception,RESOLVED,Eclipse JDT,refactor rename throw stringindexoutofbounds exception
40563,extract interface logging JME [refactoring],RESOLVED,Eclipse JDT,extract interface logging jme refactoring
40706,Error in the log & error dialog [refactoring] [ccp],RESOLVED,Eclipse JDT,error log error dialog refactoring ccp
40767,refactor rename method failure [refactoring],RESOLVED,Eclipse JDT,refactor rename method failure refactoring
41348,NPE from refactoring during shutdown,RESOLVED,Eclipse JDT,npe refactoring shutdown
41379,"Move: message ""The selected element cannot be the destination of this move operation."" to generic",RESOLVED,Eclipse JDT,move message selected element cannot destination move operation generic
41686,Code corrupted on field's deletion,RESOLVED,Eclipse JDT,code corrupted field deletion
41727,paste after cut pastes too many empty lines,RESOLVED,Eclipse JDT,paste cut paste many empty line
5209,Replace from local history: BadLocationException,RESOLVED,Eclipse JDT,replace local history badlocationexception
5723,Apply Patch dialog has no radio selection,RESOLVED,Eclipse JDT,apply patch dialog radio selection
5917,In package viewer Add from Local History isn't enabled for CUs,RESOLVED,Eclipse JDT,package viewer add local history isnt enabled cu
6177,Double click action dangerous in 'Restore from Local History',RESOLVED,Eclipse JDT,double click action dangerous restore local history
6828,Support with replace with previous,RESOLVED,Eclipse JDT,support replace previous
8574,Not structure compare in compare with local history,RESOLVED,Eclipse JDT,structure compare compare local history
9575,[Java Browsing] NPE after having deleted an element,RESOLVED,Eclipse JDT,java browsing npe deleted element
11818,compare with patch  error dialog too scary and not informative,RESOLVED,Eclipse JDT,compare patch error dialog scary informative
28685,Hovers intefere with MacOS X context menu,RESOLVED,Eclipse JDT,hovers intefere macos x context menu
28771,[Refactoring] Inline Local Variable not possible on MacOS X,RESOLVED,Eclipse JDT,refactoring inline local variable possible macos x
30206,[Contributions] Duplicate menu items [misc],RESOLVED,Eclipse JDT,contribution duplicate menu item misc
49802,comparing with local history leaks an Image,RESOLVED,Eclipse JDT,comparing local history leak image
52911,AppBundleExporter: generates incorrect tag in Info.plist for arguments,RESOLVED,Eclipse JDT,appbundleexporter generates incorrect tag infoplist argument
56885,problematic use of platform encoding in CompareResultDialog.CompareElement [JUnit],RESOLVED,Eclipse JDT,problematic use platform encoding compareresultdialogcompareelement junit
57131,Remove references to AST#parseCompilationUnit from java.compare,RESOLVED,Eclipse JDT,remove reference astparsecompilationunit javacompare
208066,[save actions] Format edited lines on save takes ages with many changed lines,RESOLVED,Eclipse JDT,save action format edited line save take age many changed line
211268,[templates] SWT templates should use ${X:newType(...)} for used types,RESOLVED,Eclipse JDT,template swt template use xnewtype used type
216167,[performance][breadcrumb] Java editor leak after closing editor when in breadcrumb,RESOLVED,Eclipse JDT,performancebreadcrumb java editor leak closing editor breadcrumb
219612,[hovering] Need artwork for new rich problem hover,RESOLVED,Eclipse JDT,hovering need artwork new rich problem hover
223904,[breadcrumb] Black triangle in breadcrumb icon is too large/heavy,RESOLVED,Eclipse JDT,breadcrumb black triangle breadcrumb icon largeheavy
223938,[breadcrumb] remove vertical line between entries?,RESOLVED,Eclipse JDT,breadcrumb remove vertical line entry
223947,[breadcrumb] Breadcrumb line and drop down don't look like they belong together,RESOLVED,Eclipse JDT,breadcrumb breadcrumb line drop dont look like belong together
227098,[formatting][performance] Adopt new code formatter that now formats Javadoc,RESOLVED,Eclipse JDT,formattingperformance adopt new code formatter format javadoc
45465,[formatting] New Formatter does not respect non javadoc @tags lines,RESOLVED,Eclipse JDT,formatting new formatter respect non javadoc tag line
46341,[formatting][implementation] comment line length not correctly applied,RESOLVED,Eclipse JDT,formattingimplementation comment line length correctly applied
47727,[misc] Reverting ends up with invalid selection,RESOLVED,Eclipse JDT,misc reverting end invalid selection
48950,[formatting] Comment formatter: Header detection error prone,RESOLVED,Eclipse JDT,formatting comment formatter header detection error prone
49187,"[formatting] ""Blank lines before package"" not working anymore",RESOLVED,Eclipse JDT,formatting blank line package working anymore
51451,[formatting] unstable comment formatting,RESOLVED,Eclipse JDT,formatting unstable comment formatting
58098,Smart cursor positioning in java names don't work for CONSTANT_NAMES,RESOLVED,Eclipse JDT,smart cursor positioning java name dont work constantnames
3770,Java Preference page needs better grouping (1GERREW),RESOLVED,Eclipse JDT,java preference page need better grouping gerrew
5819,Code formatter doesn't work well with else if on next line,RESOLVED,Eclipse JDT,code formatter doesnt work well else next line
5832,Template Pref page: Edit: Copy/paste context menu,RESOLVED,Eclipse JDT,template pref page edit copypaste context menu
5873,Open Type Dialog doesn't behave as expected for former VAJ users,RESOLVED,Eclipse JDT,open type dialog doesnt behave expected former vaj user
6147,"Templates don't work in ""Show source of selected element only"" mode",RESOLVED,Eclipse JDT,template dont work show source selected element mode
6277,Shift Left/Right use CTRL+I,RESOLVED,Eclipse JDT,shift leftright use ctrli
6379,StatusLine 'Writeable' is not readable,RESOLVED,Eclipse JDT,statusline writeable readable
6412,API Request - Package selection dialog including pre-reqs,RESOLVED,Eclipse JDT,api request package selection dialog including prereqs
9209,Open Type Dialog is too slow,RESOLVED,Eclipse JDT,open type dialog slow
9623,template pref page: some variable descriptions contain incorrect info,RESOLVED,Eclipse JDT,template pref page variable description contain incorrect info
9909,template: toarray - using ${type} is wrong,RESOLVED,Eclipse JDT,template toarray using type wrong
10553,Workbench->Preferences->Java->Editor->Colors bugs,RESOLVED,Eclipse JDT,workbenchpreferencesjavaeditorcolors bug
10692,Templates - JavaDoc should not be default type,RESOLVED,Eclipse JDT,template javadoc default type
10887,Default class comment has wrong date,RESOLVED,Eclipse JDT,default class comment wrong date
11815,replace replaces only 2 strings,RESOLVED,Eclipse JDT,replace replaces string
12261,Eclipse dies after SWT error,RESOLVED,Eclipse JDT,eclipse dy swt error
12283,exception in organize import dialog,RESOLVED,Eclipse JDT,exception organize import dialog
12911,Open Type dialog doesn't always combine types with same name,RESOLVED,Eclipse JDT,open type dialog doesnt always combine type name
12943,typecomment/filecomment support is hidden,RESOLVED,Eclipse JDT,typecommentfilecomment support hidden
13151,NPE when importing an incorrect xml file.,RESOLVED,Eclipse JDT,npe importing incorrect xml file
13268,Refactoring should honor 'Use spaces for tabs',RESOLVED,Eclipse JDT,refactoring honor use space tab
13507,LinkedPositionUI has a reference to SWT.COLOR_RED,RESOLVED,Eclipse JDT,linkedpositionui reference swtcolorred
14943,Code Assist does not respect platform line ends,RESOLVED,Eclipse JDT,code assist respect platform line end
15247,Class/Interface wizard fails if a ${cursor} variable is in the type or filecomment template,RESOLVED,Eclipse JDT,classinterface wizard fails cursor variable type filecomment template
15604,Promote Fill arguments on method completion to a real preference,RESOLVED,Eclipse JDT,promote fill argument method completion real preference
15887,NPE in incremental find,RESOLVED,Eclipse JDT,npe incremental find
15906,"MultiTypeSelectionDialog ignores ""filter"" setting",RESOLVED,Eclipse JDT,multitypeselectiondialog ignores filter setting
16071,Home doesn't completely cancel incremental search,RESOLVED,Eclipse JDT,home doesnt completely cancel incremental search
19864,Code completion does not filter fully qualified class names,RESOLVED,Eclipse JDT,code completion filter fully qualified class name
20237,TVT2: mnemonic not workin in java template prefs,RESOLVED,Eclipse JDT,tvt mnemonic workin java template prefs
20242,TVT2: Buttons not resizing in Java prefs (truncation),RESOLVED,Eclipse JDT,tvt button resizing java prefs truncation
23316,preference to turn off automagic-closing-brackets,RESOLVED,Eclipse JDT,preference turn automagicclosingbrackets
24746,Action's need to handle deleted files in file system more gracefully,RESOLVED,Eclipse JDT,action need handle deleted file file system gracefully
24963,Eating Code assist: Selection wrong after using cursors,RESOLVED,Eclipse JDT,eating code assist selection wrong using cursor
25434,Concurrent ModificationException,RESOLVED,Eclipse JDT,concurrent modificationexception
25700,Shift right/undo not restoring properly,RESOLVED,Eclipse JDT,shift rightundo restoring properly
25870,Code assist for comments doesn't add new line character.,RESOLVED,Eclipse JDT,code assist comment doesnt add new line character
26026,IllegalArgumentException in editor,RESOLVED,Eclipse JDT,illegalargumentexception editor
26262,link hover - paints 'assert' blue,RESOLVED,Eclipse JDT,link hover paint assert blue
26271,Link-Like navigation: Pixel not removed,RESOLVED,Eclipse JDT,linklike navigation pixel removed
26314,Goto Matching Bracket bug with selection,RESOLVED,Eclipse JDT,goto matching bracket bug selection
26547,Automatic closing of strings is not smart enough,RESOLVED,Eclipse JDT,automatic closing string smart enough
3537,DCR - no disassemled code for class files (1G8BSH6),RESOLVED,Eclipse JDT,dcr disassemled code class file gbsh
5232,Java Search page not initialized correctly from Navigator,RESOLVED,Eclipse JDT,java search page initialized correctly navigator
5853,Jar packager: progress reporting not optimal,RESOLVED,Eclipse JDT,jar packager progress reporting optimal
5868,Define working set does too much work in the UI thread,RESOLVED,Eclipse JDT,define working set much work ui thread
6125,JAR packager reports open files very late,RESOLVED,Eclipse JDT,jar packager report open file late
6126,JAR package should build before exporting class files,RESOLVED,Eclipse JDT,jar package build exporting class file
6238,"jar packager: ide freezes on page flip, no progress shown",RESOLVED,Eclipse JDT,jar packager ide freeze page flip progress shown
6682,Search in Hierarchy does not find Declarations in supers,RESOLVED,Eclipse JDT,search hierarchy find declaration super
6931,working set removed on cancel,RESOLVED,Eclipse JDT,working set removed cancel
7919,Search: scope section doesn't apply to Help search,RESOLVED,Eclipse JDT,search scope section doesnt apply help search
8820,F4 doesn't work in Java search results,RESOLVED,Eclipse JDT,f doesnt work java search result
9105,searching across multiple working sets,RESOLVED,Eclipse JDT,searching across multiple working set
9481,Search result history should preserve selection in view,RESOLVED,Eclipse JDT,search result history preserve selection view
9862,Invalid CU causes Types view to be blank,RESOLVED,Eclipse JDT,invalid cu cause type view blank
9940,Request: decorators in java browsing views,RESOLVED,Eclipse JDT,request decorator java browsing view
10276,Search dialog has wrong labels,RESOLVED,Eclipse JDT,search dialog wrong label
11143,Use the workbench provided AddBookMarkAction,RESOLVED,Eclipse JDT,use workbench provided addbookmarkaction
11220,JAR generation fails by deselecting debug value,RESOLVED,Eclipse JDT,jar generation fails deselecting debug value
11317,Won't export some files to .jar.,RESOLVED,Eclipse JDT,wont export file jar
11748,switch to new DecoratorManager API,RESOLVED,Eclipse JDT,switch new decoratormanager api
12053,Allow mutli selection for all browsers,RESOLVED,Eclipse JDT,allow mutli selection browser
12349,Java Browsing: Members view for class file does not reveal if opened by search,RESOLVED,Eclipse JDT,java browsing member view class file reveal opened search
12647,Incorrect Dialog caption,RESOLVED,Eclipse JDT,incorrect dialog caption
12996,open multipage editor causes Invalid thread access when exporting to a jar,RESOLVED,Eclipse JDT,open multipage editor cause invalid thread access exporting jar
13187,Workbench working sets not available in search,RESOLVED,Eclipse JDT,workbench working set available search
13243,[Browsing] package remains if all types are deleted,RESOLVED,Eclipse JDT,browsing package remains type deleted
14093,exception in search results view,RESOLVED,Eclipse JDT,exception search result view
14120,Main Class problem in JAR export wizard,RESOLVED,Eclipse JDT,main class problem jar export wizard
14281,Java search page layout of Limit To,RESOLVED,Eclipse JDT,java search page layout limit
14555,[navigation] Outline should not expand member types automatically,RESOLVED,Eclipse JDT,navigation outline expand member type automatically
15684,Invalid Menu Extension on search pages,RESOLVED,Eclipse JDT,invalid menu extension search page
15696,Icons in Java Browsing perspective views should be static,RESOLVED,Eclipse JDT,icon java browsing perspective view static
15798,JavaBrowsing-Methods view should not offer working set filter,RESOLVED,Eclipse JDT,javabrowsingmethods view offer working set filter
15806,JavaBrowsing cannot double click on project to expand,RESOLVED,Eclipse JDT,javabrowsing cannot double click project expand
15921,Add Working Set icon for Java,RESOLVED,Eclipse JDT,add working set icon java
15932,JavaBrowsers: packages view should not show resource folders,RESOLVED,Eclipse JDT,javabrowsers package view show resource folder
16526,Filter dialog uses S mnemonic twice,RESOLVED,Eclipse JDT,filter dialog us mnemonic twice
20735,Java Search: Cant select 'Implementors',RESOLVED,Eclipse JDT,java search cant select implementors
25110,M2 Can't turn off text hover while in debugger,RESOLVED,Eclipse JDT,cant turn text hover debugger
25254,XML error on .classpath affecting search result icons,RESOLVED,Eclipse JDT,xml error classpath affecting search result icon
25291,Can't browse JRE_LIB jar file when working set selected,RESOLVED,Eclipse JDT,cant browse jrelib jar file working set selected
25707,Editor closes with memory leak (editor doesn't go away in memory),RESOLVED,Eclipse JDT,editor close memory leak editor doesnt go away memory
25887,Performance: 80% of the time opening a Java editor in JavaTextHover.setEditor(),RESOLVED,Eclipse JDT,performance time opening java editor javatexthoverseteditor
26321,Quick fix via Ctrl+1: chooses last error if no errors left to cursor,RESOLVED,Eclipse JDT,quick fix via ctrl chooses last error error left cursor
26481,Working Set Selection (Java only) is unuseably slow. [filters],RESOLVED,Eclipse JDT,working set selection java unuseably slow filter
26598,NPE in class TemplateProposal,RESOLVED,Eclipse JDT,npe class templateproposal
27194,StringMatcher bug - matches too much,RESOLVED,Eclipse JDT,stringmatcher bug match much
27292,FindActions should not call exists on selectionChanged,RESOLVED,Eclipse JDT,findactions call exists selectionchanged
27408,Preference convertor also maps to font registry,RESOLVED,Eclipse JDT,preference convertor also map font registry
27643,Types view inconsistant after copy of CU with inner member [browsing],RESOLVED,Eclipse JDT,type view inconsistant copy cu inner member browsing
28183,search: 36% of time is spent in sorting the search results,RESOLVED,Eclipse JDT,search time spent sorting search result
28277,Double-clicking in the Types view refreshes decorators,RESOLVED,Eclipse JDT,doubleclicking type view refreshes decorator
28369,[search] Java search results shown with squashed icons,RESOLVED,Eclipse JDT,search java search result shown squashed icon
28439,java browsing: package view not updated sometimes [browsing],RESOLVED,Eclipse JDT,java browsing package view updated sometimes browsing
28469,Error ticks appear on empty default package in packages view hierarchical layout,RESOLVED,Eclipse JDT,error tick appear empty default package package view hierarchical layout
29125,Tooltip no more displayed on bookmark icon in the editor left margin,RESOLVED,Eclipse JDT,tooltip displayed bookmark icon editor left margin
29537,Check use of IResource.getLocation,RESOLVED,Eclipse JDT,check use iresourcegetlocation
29706,IllegalArgumentException using content assist,RESOLVED,Eclipse JDT,illegalargumentexception using content assist
29909,Incorrect indentation after newline,RESOLVED,Eclipse JDT,incorrect indentation newline
30080,[Preferences] NoSuchElementException dumped into .log file,RESOLVED,Eclipse JDT,preference nosuchelementexception dumped log file
30786,java.lang.NoSuchFieldError: handle,RESOLVED,Eclipse JDT,javalangnosuchfielderror handle
30941,Preferences default initialization. Can not do a syncExec,RESOLVED,Eclipse JDT,preference default initialization syncexec
31091,14 times - Unneccessary error dialog from Outline View,RESOLVED,Eclipse JDT,time unneccessary error dialog outline view
31323,QuickAssist only wraps 2 lines,RESOLVED,Eclipse JDT,quickassist wrap line
31524,Update problem in Java browsing perspective [browsing],RESOLVED,Eclipse JDT,update problem java browsing perspective browsing
31668,Icons squished in Types view,RESOLVED,Eclipse JDT,icon squished type view
31865,Package Explorer: Cannot search for references in workspace,RESOLVED,Eclipse JDT,package explorer cannot search reference workspace
31921,"exception is thrown after i click the ""lightbulb"" icon",RESOLVED,Eclipse JDT,exception thrown click lightbulb icon
32301,2 Packages with similar names have a problem displaying in the Java browsing perspective.,RESOLVED,Eclipse JDT,package similar name problem displaying java browsing perspective
32893,Workspace Compatibility Problems 2.0 -> 2.1,RESOLVED,Eclipse JDT,workspace compatibility problem
32935,Java Browsing Members view does not update on visibility change,RESOLVED,Eclipse JDT,java browsing member view update visibility change
34260,Revisit calls to refresh in JavaBrowsingContentProvider [browsing],RESOLVED,Eclipse JDT,revisit call refresh javabrowsingcontentprovider browsing
38888,javadoc / declaration view: selection is unacceptably slow,RESOLVED,Eclipse JDT,javadoc declaration view selection unacceptably slow
39178,[misc] Declaration view: support to open input of view in editor,RESOLVED,Eclipse JDT,misc declaration view support open input view editor
39179,[misc] Info views (Javadoc/Declaration) should retarget cut/copy/paste,RESOLVED,Eclipse JDT,misc info view javadocdeclaration retarget cutcopypaste
40327,[misc] JavaDoc view doesn't update for JavaDoc selection,RESOLVED,Eclipse JDT,misc javadoc view doesnt update javadoc selection
40780,[plan item] Improve context views,RESOLVED,Eclipse JDT,plan item improve context view
41849,[typing] LinkedPositionManager sets illegal positions,RESOLVED,Eclipse JDT,typing linkedpositionmanager set illegal position
42605,[hovering] NPE in AnnotationHover,RESOLVED,Eclipse JDT,hovering npe annotationhover
42659,[formatting] NPE in java editor,RESOLVED,Eclipse JDT,formatting npe java editor
46332,[Jobs] UI no longer responsive after pressing ctrl-S,RESOLVED,Eclipse JDT,job ui longer responsive pressing ctrls
49015,[misc] Too may Find Occurrences threads,RESOLVED,Eclipse JDT,misc may find occurrence thread
49246,keyboard hangs/ mouse icon shape won't change,RESOLVED,Eclipse JDT,keyboard hang mouse icon shape wont change
49500,Performance problems due to background activity,RESOLVED,Eclipse JDT,performance problem due background activity
49599,Occurrences finder should use a job,RESOLVED,Eclipse JDT,occurrence finder use job
49673,[hovering] Show Tooltip Description sometimes stops working,RESOLVED,Eclipse JDT,hovering show tooltip description sometimes stop working
49920,"Temporary ""hangups"" due to 100 % CPU time consumption on fast machine",RESOLVED,Eclipse JDT,temporary hangups due cpu time consumption fast machine
49975,"Java Editor ""hangs"" and JavaEditorTextHoverDescriptor",RESOLVED,Eclipse JDT,java editor hang javaeditortexthoverdescriptor
50157,[painting] NPE in AnnotationPainter.catchupWithModel,RESOLVED,Eclipse JDT,painting npe annotationpaintercatchupwithmodel
50165,"[implementation] Caret disposed, errors in log on every keystroke",RESOLVED,Eclipse JDT,implementation caret disposed error log every keystroke
51641,[navigation] Quick Outline: Expand inherited members if initial type has no children,RESOLVED,Eclipse JDT,navigation quick outline expand inherited member initial type child
52918,[Types view] Changed modifier -> type icon not updated,RESOLVED,Eclipse JDT,type view changed modifier type icon updated
53202,Exception in log after deleting projects,RESOLVED,Eclipse JDT,exception log deleting project
54922,[implementation] Java editor disposes default StyledText caret's image,RESOLVED,Eclipse JDT,implementation java editor disposes default styledtext caret image
61095,[rulers] Clicking folding chevron switches to super method,RESOLVED,Eclipse JDT,ruler clicking folding chevron switch super method
62591,[misc] Javadoc view keeps prompting about HTML widget,RESOLVED,Eclipse JDT,misc javadoc view keep prompting html widget
62827,[wording] Java Editor pref page: Hovers: Wording,RESOLVED,Eclipse JDT,wording java editor pref page hovers wording
105738,[painting] Mark Occurrences: sporadic random highlights when editing javadoc,RESOLVED,Eclipse JDT,painting mark occurrence sporadic random highlight editing javadoc
124182,[navigation] Status line loses annotation text when selection changes,RESOLVED,Eclipse JDT,navigation status line loses annotation text selection change
132125,[implementation] Long hangs on open editor,RESOLVED,Eclipse JDT,implementation long hang open editor
153912,[common navigator] Java model hiding parent folders in sync view,RESOLVED,Eclipse JDT,common navigator java model hiding parent folder sync view
181040,"[actions] Consider removing ""Create New Java Project"" as default from toolbar",RESOLVED,Eclipse JDT,action consider removing create new java project default toolbar
211841,[templates] Template name contains invalid characters,RESOLVED,Eclipse JDT,template template name contains invalid character
223551,[preferences] Adopt content assist colors from Platform UI,RESOLVED,Eclipse JDT,preference adopt content assist color platform ui
246003,[clean up] Save action error dialog should link to project-specific preferences,RESOLVED,Eclipse JDT,clean save action error dialog link projectspecific preference
251197,[breadcrumb] Dropdown for children of project should look like Package Explorer,RESOLVED,Eclipse JDT,breadcrumb dropdown child project look like package explorer
257966,[implementation] NLSKeyHyperlink leaks type binding via AccessorClassReference,RESOLVED,Eclipse JDT,implementation nlskeyhyperlink leak type binding via accessorclassreference
262605,[content assist] ANONYMOUS_CLASS_DECLARATION proposal should support TYPE_REF as required proposals,RESOLVED,Eclipse JDT,content assist anonymousclassdeclaration proposal support typeref required proposal
263037,[content assist] Filtering broken for constructor proposals if there are chars after the caret,RESOLVED,Eclipse JDT,content assist filtering broken constructor proposal char caret
266931,[surround with] quick menu shows too many entries for word in Javadoc,RESOLVED,Eclipse JDT,surround quick menu show many entry word javadoc
342391,New Java Project wizard and 'Java Compiler' property page misleading when 1.7 EE is used,RESOLVED,Eclipse JDT,new java project wizard java compiler property page misleading ee used
